metric,dataset,scenario,target_method,baseline_method,n_paired_folds,mean_difference,sd_difference,wilcoxon_statistic,wilcoxon_p_two_sided,wilcoxon_p_fdr_bh
aupr,human,cold_protein,arnoldi_s12,gcn,15,-0.007577164827499102,0.044398012396700826,51.0,0.638671875,0.6967329545454546
aupr,human,cold_protein,arnoldi_s12,colddti,15,-0.009979368520831467,0.05383432440681526,48.0,0.52447509765625,0.5869773113665803
aupr,human,cold_protein,arnoldi_s12,drugban,15,0.03828228322516363,0.05444502966509272,21.0,0.02557373046875,0.033077399887724554
aupr,human,cold_protein,arnoldi_s12,arnoldi_v4,15,0.013342715643122938,0.0547434485349781,17.0,0.012451171875,0.0166015625
aupr,human,cold_protein,arnoldi_s12,arnoldi_s1,15,0.0038163872924250903,0.009008536382794363,26.0,0.05535888671875,0.07075455343934911
aupr,human,cold_protein,arnoldi_s12,arnoldi_s2,15,0.0035962740833139404,0.018237047909492446,60.0,1.0,1.0
aupr,human,cold_protein,arnoldi_s12,arnoldi_s12_shuffle,15,0.029154263139210566,0.0484934021577954,6.0,0.0008544921875,0.0012555803571428572
aupr,human,cold_pair,arnoldi_s12,lr,15,0.056408835805755154,0.07288649375423005,15.0,0.00836181640625,0.01135944870283019
aupr,human,cold_pair,arnoldi_s12,mlp,15,-0.01670636787455955,0.06063383152173611,43.0,0.359130859375,0.4126184341755319
aupr,human,cold_pair,arnoldi_s12,gcn,15,0.029766150112061875,0.12732663658461568,32.0,0.12054443359375,0.14794089577414773
aupr,human,cold_pair,arnoldi_s12,colddti,15,0.017823143632802782,0.06475471720050158,45.0,0.42120361328125,0.4788420024671053
aupr,human,cold_pair,arnoldi_s12,drugban,15,0.00097634868937371,0.07915763065817884,53.0,0.7197265625,0.7658174261083743
aupr,human,cold_pair,arnoldi_s12,arnoldi_v4,15,-0.016274730142938957,0.057941039858758814,42.0,0.33026123046875,0.3876979662024457
aupr,human,cold_pair,arnoldi_s12,arnoldi_s1,15,-0.005279524334402751,0.0307931352560545,42.0,0.33026123046875,0.3876979662024457
aupr,human,cold_pair,arnoldi_s12,arnoldi_s2,15,-0.0020030009869858793,0.04790985536073298,54.0,0.76153564453125,0.7985033942657767
aupr,human,cold_pair,arnoldi_s12,arnoldi_s12_shuffle,15,0.006619914158218321,0.05681464727787139,50.0,0.5994873046875,0.6640474759615385
aupr,bindingdb,random,arnoldi_s12,lr,15,0.5917553565917649,0.004794133776633307,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,mlp,15,0.04987694358122902,0.0034095809414034246,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,gcn,15,0.3316333017453591,0.009717292955983368,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,colddti,15,0.2802757621794856,0.009649686505483156,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,drugban,15,0.021788979587703428,0.004300327711252666,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,arnoldi_v4,15,0.3957113411891279,0.031786954831704003,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,arnoldi_s1,15,0.005763295461206641,0.0016324866012667621,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,arnoldi_s2,15,0.007794978848366537,0.0015739401248707153,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,random,arnoldi_s12,arnoldi_s12_shuffle,15,0.38178571175747467,0.031032847740829875,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,lr,15,0.5761801021803674,0.009730857001331451,0.0,6.103515625e-05,9.912476503759398e-05
