method,method_label,dataset,scenario,auc_mean,auc_std,auc_count,aupr_mean,aupr_std,aupr_count,f1_mean,f1_std,f1_count,accuracy_mean,accuracy_std,accuracy_count
gcn,GCN (leak-safe KNN graph),bindingdb,random,0.9244611772167166,0.0020978268143966618,15,0.6152021066612889,0.009685200219702131,15,0.599800239058722,0.009584223681561024,15,0.9242762562435853,0.004357676728652934,15
gcn,GCN (leak-safe KNN graph),biosnap,cold_drug,0.8421127432220988,0.01251301531502717,15,0.5289643484945498,0.02243518186743229,15,0.5169439795342884,0.016754340236723408,15,0.9148087852328558,0.005525561126993123,15
gcn,GCN (leak-safe KNN graph),biosnap,cold_pair,0.6538156947171967,0.02705023186601087,15,0.16645613875417944,0.020967727117380135,15,0.24700951279678293,0.030724943575318197,15,0.7823169094426736,0.09406106504005886,15
gcn,GCN (leak-safe KNN graph),biosnap,cold_protein,0.7004786139900089,0.036466321949532386,15,0.2124798032292184,0.030532090061804868,15,0.31766951237048296,0.05518977395899574,15,0.8377654040705637,0.049834687699415826,15
gcn,GCN (leak-safe KNN graph),biosnap,random,0.8903663376534292,0.007876070516871881,15,0.618332708974944,0.03947225968842171,15,0.5874783005069609,0.02683241247055391,15,0.9243804640767764,0.008078184495075256,15
gcn,GCN (leak-safe KNN graph),human,cold_drug,0.8942765579130325,0.014477983784502187,15,0.5411023510756983,0.0520208399467117,15,0.489468593510453,0.04233441180069036,15,0.9052167924991831,0.011847025764295329,15
gcn,GCN (leak-safe KNN graph),human,cold_pair,0.5082977534601523,0.12795713736101597,15,0.1485439643866139,0.10740266396787583,15,0.13868112320538192,0.07309009433335852,15,0.6934872576878137,0.1943108440325903,15
gcn,GCN (leak-safe KNN graph),human,cold_protein,0.798928079234429,0.017999920866492304,15,0.5033910947298554,0.05525773349749284,15,0.4757603829902077,0.07322080727854759,15,0.9180972956158264,0.030626903401266795,15
gcn,GCN (leak-safe KNN graph),human,random,0.9440047586371116,0.006928411694938004,15,0.7650915375274572,0.018390378423039817,15,0.6998965916024065,0.018664651346370294,15,0.9446303789403766,0.004630178319201244,15
lr,Logistic regression (Morgan+ESM-2),bindingdb,cold_drug,0.8612741180946798,0.005052759358422613,15,0.35210619559984013,0.010707596895944159,15,0.4490980495951653,0.006780966334191805,15,0.866224966525587,0.00730070634867894,15
lr,Logistic regression (Morgan+ESM-2),bindingdb,cold_pair,0.5327814933943565,0.02784629803414649,15,0.0925605934753416,0.006125316289802817,15,0.15838389164444341,0.028060600048101316,15,0.4557418227421938,0.21838941303752843,15
lr,Logistic regression (Morgan+ESM-2),bindingdb,cold_protein,0.5543209715014793,0.03367854946455083,15,0.09940012096959551,0.008588437726854371,15,0.17009034472604237,0.01623048646581215,15,0.4680765201489194,0.18374227078698566,15
lr,Logistic regression (Morgan+ESM-2),bindingdb,random,0.8650913287817121,0.002342489200484885,15,0.355080051814883,0.004248386538274228,15,0.4506241259842196,0.0053502509908510505,15,0.8662704748018796,0.008250187197438141,15
lr,Logistic regression (Morgan+ESM-2),biosnap,cold_drug,0.794682726018279,0.011167538748784886,15,0.375693976669618,0.018515024498882142,15,0.41769501205933324,0.012967375847562563,15,0.8849014444139615,0.009030816868300982,15
lr,Logistic regression (Morgan+ESM-2),biosnap,cold_pair,0.6650585824355001,0.03247198888462971,15,0.1768287650196917,0.03412089278676686,15,0.23255289956898206,0.03593305436418273,15,0.7403491340845461,0.1245266224743579,15
lr,Logistic regression (Morgan+ESM-2),biosnap,cold_protein,0.7634557555590791,0.028401371675464852,15,0.30278823921498166,0.04365105662605829,15,0.3630356765950078,0.04536029309993728,15,0.8600797091910183,0.0244703610479603,15
lr,Logistic regression (Morgan+ESM-2),biosnap,random,0.8424890585976078,0.004501607398244903,15,0.4580853868673514,0.012425071339298438,15,0.4779475738505438,0.00847652134464616,15,0.9032888538311532,0.00547631204487471,15
lr,Logistic regression (Morgan+ESM-2),human,cold_drug,0.6837348897290169,0.028367318388376528,15,0.16605142896241426,0.021630712959609753,15,0.2253090717325188,0.034508610889799715,15,0.740268640737547,0.07746120256169205,15
lr,Logistic regression (Morgan+ESM-2),human,cold_pair,0.5688141668919043,0.0717665745097226,15,0.12190127869292065,0.038732088828355604,15,0.17729518454203885,0.04446820649803196,15,0.5221145773494693,0.22620050667929759,15
lr,Logistic regression (Morgan+ESM-2),human,cold_protein,0.7238840731546331,0.04340585712154247,15,0.257112839768476,0.05012982081718892,15,0.3234493486681812,0.049660673756380724,15,0.844273052912371,0.032796108415755476,15
lr,Logistic regression (Morgan+ESM-2),human,random,0.8580795791420657,0.012398977007736886,15,0.5565591012969933,0.02699206806697465,15,0.5328337374701688,0.02548538631216494,15,0.9173071688450366,0.007332233660896474,15
mlp,MLP (Morgan+ESM-2),bindingdb,cold_drug,0.9732447823354268,0.003934612361192784,15,0.8908428894896276,0.009929609918868492,15,0.8328589390783138,0.009135081822450156,15,0.9709045760408496,0.0015231450478344986,15
mlp,MLP (Morgan+ESM-2),bindingdb,cold_pair,0.8203273805731314,0.031993610826539544,15,0.4668787558562062,0.05421438954839756,15,0.44479667548524743,0.047475214821229746,15,0.9005997450435359,0.019812416062844306,15
mlp,MLP (Morgan+ESM-2),bindingdb,cold_protein,0.8135907176269296,0.033704549180604275,15,0.4941822645420266,0.03554378897391464,15,0.4746549490857738,0.03482180938826233,15,0.9183823817645597,0.014801862039717584,15
mlp,MLP (Morgan+ESM-2),bindingdb,random,0.9784455204774916,0.0011813359284459527,15,0.896958464825419,0.003236929353981525,15,0.8391460900442629,0.0033783893796148403,15,0.971460259603811,0.0006648215831954307,15
mlp,MLP (Morgan+ESM-2),biosnap,cold_drug,0.868251367017488,0.007985590427280276,15,0.5829595789636769,0.01662784790235569,15,0.5571312851969225,0.016844078658819796,15,0.9226797613787711,0.005416026521003949,15
mlp,MLP (Morgan+ESM-2),biosnap,cold_pair,0.7770667673182244,0.020951547940879667,15,0.3670980426140092,0.033835708154159025,15,0.38289703638548356,0.03640567835920162,15,0.8872049500830828,0.022299838015975286,15
mlp,MLP (Morgan+ESM-2),biosnap,cold_protein,0.8557286110983165,0.015007671863019935,15,0.634062039230205,0.029525567128800702,15,0.6144248735862684,0.02711046807719388,15,0.9374840414597803,0.0051950474651060825,15
mlp,MLP (Morgan+ESM-2),biosnap,random,0.9218664064048049,0.004577970778054145,15,0.7463144390065796,0.007595249329493598,15,0.7033516316796125,0.005988471463727139,15,0.9500755932426215,0.0018115445710275033,15
mlp,MLP (Morgan+ESM-2),human,cold_drug,0.8544608736935225,0.02656700190748599,15,0.5286619798833124,0.059375520327932724,15,0.4748856607961474,0.06567800103543354,15,0.9046006517536167,0.015825074965309178,15
mlp,MLP (Morgan+ESM-2),human,cold_pair,0.6496660754767485,0.06681953695396257,15,0.19501648237323535,0.051885509084711096,15,0.2232256519438269,0.05586488025831253,15,0.6823649698348511,0.19960762761822307,15
mlp,MLP (Morgan+ESM-2),human,cold_protein,0.7956574585145361,0.05049038893769083,15,0.49986014897115116,0.12253370094855534,15,0.4967803207635321,0.10173711749672819,15,0.9139795004337389,0.04639533422202398,15
mlp,MLP (Morgan+ESM-2),human,random,0.8986433132873475,0.008645107516566762,15,0.6847397065131897,0.019167339449730512,15,0.647455789027617,0.016842069417384937,15,0.941418324630567,0.005191955547148746,15
