method,method_label,dataset,scenario,seed,fold,split_signature,best_val_auc,n_test_positive,accuracy,auc,aupr,f1,threshold
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,1941488137,4,c0fddbd8642abf6c3cf66942cdb56947649f142191b46a8425f429f532262ac6,0.8617379479769446,2812,0.9261606103711367,0.8691906789435239,0.5893780891547918,0.5617805065234075,0.7746882811311172
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,4198936517,0,5c219cc120686c883e7bf755698024447f43c50ba720467e8ea0c62d10c59c56,0.890684986378811,2636,0.9093668092150642,0.883052454804608,0.6074810272144177,0.561707805203469,0.44096723432002277
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,4198936517,1,3d6c3d07b85c2cc2d5be78939c078813b2caccd1365475fd07f9320e7ab8e035,0.8879096621296797,2980,0.9313300793166565,0.862489381108959,0.5810040287563215,0.5678633134958725,0.843994044310426
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,4198936517,2,8c83f85e76b7e1295bbdc5eeda9af96b06b5bebcc45111d68752138c42d35ae4,0.8865123887101909,2774,0.9183325686570099,0.8566139112856066,0.533196903671606,0.5274933636708381,0.5586720126132441
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,4198936517,3,f9c6e915b8e319425e68b7ed11852de6369777cb1df242e8acaaf7516c487593,0.8671046236970279,2696,0.9253776638791475,0.8696707577001647,0.5980729337200635,0.5712071304010851,0.6677969221791169
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,4198936517,4,8c25f08c33d9218824f51c83c6e15f1b38436e4c883a76888389a856c3727acb,0.8829732928181975,2744,0.9255897164060429,0.8593265972830199,0.5542816948859361,0.5293378038558256,0.7864377072004425
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,983997847,0,7073e1468209ad34718675fe4cde1f700224fc93c70c42e428ab87870680b0a4,0.8559729372480729,2804,0.9275710024640125,0.8719019828001978,0.5798885294306335,0.5560413354531002,0.5785973666138842
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,983997847,1,b09953fd4d7f62ee241de6a0743dee295aedf4f2c788ab85ac3d61b3d4534be6,0.8368115698916585,2695,0.9139821217743296,0.847131394976611,0.5272966936630538,0.5142857142857142,0.4884340516426792
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,983997847,2,e03a947319a7ce0a30a9acde4d445c946a156102ab02ceeb9e0082a1c7577c02,0.8735791693298027,2817,0.9178042404879465,0.8643969262637754,0.5682983861058435,0.5455842997323818,0.47744071299899116
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,983997847,3,b2d432a7a3f9058c024f5f2578182a059bf5778bbcadeb61784cabe54ba6f18c,0.8806491199413661,2922,0.9241179764793728,0.8659960653935941,0.5829635712096277,0.5610941155299622,0.6693611830554587
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_drug,983997847,4,4662f7f454bfe52811ed009d8fdf5609c6f3c1f4ef1c5a40cf74dc10cf553ded,0.8285504394595303,2592,0.9238916947250281,0.866290591123209,0.5947747088191269,0.5639067524115756,0.1804602253355389
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,1941488137,0,81ff1cf1289174f7f6901b238f8274214b99ccf0b30871c1e9fb9c54824eaa64,0.679789670970429,736,0.7781620553359684,0.7097999616020795,0.2056036627666985,0.25166666666666665,0.018959493198980614
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,1941488137,1,eabf504c52c58bec765481fe1a8d067deb9776838063c0dd93aba9f9ca6a4f01,0.6957336425781251,536,0.8883989145183175,0.6870078246825574,0.24801628091947986,0.30736842105263157,0.6165145220495251
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,1941488137,2,71e439ff03789bdbb390dc0982ac35cf36ec23da8658bdc6f1c9507745b8db2c,0.7479745370370371,530,0.9058319039451115,0.6674165183339267,0.2034568934396505,0.15926493108728942,0.764653362068412
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,1941488137,3,a2fec1a3c34444adeaee1cbd3ef8a0559776fb58b5a9dd7b001bf0798e165db1,0.7953285075748586,448,0.9050324675324676,0.6490921954719389,0.20056906605878075,0.15827338129496402,0.7378062507877611
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,1941488137,4,2d243d87e3fd1623d5b3ffa784324892aff86c3e2b7e6290683beb57d2989f5f,0.6566896330716232,567,0.900753567420234,0.6967124847195394,0.2238996848533213,0.16464237516869096,0.8510677737405855
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,4198936517,0,d53948b107e6707f76abc6bf9e2514eb15982fc444fe80edcf89039c411d2277,0.6642074506939372,580,0.8090909090909091,0.6758675683709869,0.22842517453567623,0.24628712871287128,0.0038889230984543812
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,4198936517,1,8bff8961308d7d7b0f11d6d7c62d411933414e2e6c9595b8e07a666c48d87f8f,0.7003544423440454,685,0.8910418049104181,0.6288559859342533,0.20781508713566801,0.23055295220243674,0.556586601105455
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,4198936517,2,b06c142765e46d6b37f51c4a3b5e4e7e891c7f7d5174fb2d2222a0e978f374d4,0.6394968755007211,561,0.8248257980878302,0.6318885616148907,0.1628586056746539,0.19747587230883445,0.18662821505984217
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,4198936517,3,90617ac60f1398f5f2afa657254153ae236a96395e763562096e6ea10484c2ec,0.6797199101598627,486,0.6264496820052375,0.6508029348507173,0.21074921474193453,0.21532416502946955,0.004504526648160121
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,4198936517,4,31c262bcb54487b7291c0f669411fd1ee4e817ab0fde336d5dc0811140ecd8b9,0.7027928994082839,495,0.8064279155188246,0.6241061116212632,0.18545458731750344,0.21810089020771514,0.024753248772188412
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,983997847,0,be2fa14682ea8a906e1802a152fe451a9cfa1250c630bcae12bca002a7e4c105,0.6739720505240527,542,0.9092586380409259,0.6929508040467858,0.2710704796921222,0.3090676883780332,0.720057141691038
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,983997847,1,fdb70f98b9e463558151fd73d60c71913bd135cf0ce599a478c803de17e9da06,0.685460693153001,564,0.8868471953578336,0.7132876552990293,0.26258110417505637,0.31712062256809337,0.5689265752491885
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,983997847,2,60f2b6d3b2a8cf0e94118477302b68562aa9163fef1a739ab2ee91f9a9ecc305,0.7128515485938056,633,0.8614103116472784,0.6903563611678883,0.21661977753569006,0.2525174283501162,0.10966000411404316
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,983997847,3,58a094f9e8b563676173b717dbdfaf332a78a9bec18a7880fae9290d9c6c7f60,0.7259369422962523,465,0.8494623655913979,0.6669103942652329,0.23965275873654762,0.29097605893186,0.6633818145974042
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_pair,983997847,4,c84d88de123bbd2f315b943f35ec392b0da31f3f67825c3d6b9a97568dc17108,0.6447755102040816,590,0.8563944530046225,0.694340132145935,0.231426445749987,0.26614173228346455,0.09042913561916571
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,1941488137,0,766482f3df920b6196c8c65f02aec9f1e1e1665d35dd7f78a5042a0d576940bc,0.7575029843893479,3596,0.8821417736879361,0.7403269151176503,0.3484120369762494,0.35625517812758906,0.37750323692004933
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,1941488137,1,6845a196d809cb07fee4888cc59d379b6fe25b3ba4eb5507af2fc25a3f7a82d0,0.8610312517155181,2732,0.9025356049514175,0.7249780541448996,0.31291443699939364,0.3742790002136296,0.5563577431522003
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,1941488137,2,f39fce42250d53c5ddc8895a8498a944872f43fd73a6f13a0a9fdd355bb652a5,0.7644249836040277,2521,0.8628971187479716,0.7492277561856053,0.3504284862116868,0.41525684404798524,0.4881809226249995
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,1941488137,3,f358d9d2e2425b7e887892e4fe84f7af67f338032486c9b132b585223b8e3818,0.7390205613225683,2349,0.8924880993846511,0.6811613539524168,0.2363389059033636,0.2847579814624099,0.5697263042240925
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,1941488137,4,5389109904b9618c65333360931fc52bdb7de0768f8973450380d4a88c7fc7c2,0.8126448301213275,2632,0.8979690522243714,0.761264721200839,0.39336361717031565,0.3873911240149316,0.2510214176569899
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,4198936517,0,fc1aa75b9b0048814ec09add25cac8ade5a40e6a544a3caeb436ae39d1baa70f,0.7729682982107198,3097,0.901165350632577,0.8144877514867733,0.40310663425979315,0.4814415524410904,0.6758340050096379
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,4198936517,1,db37bd811ed02491ea414044eaae7af593fb30c6d1b44fcfce78e2e99a64654e,0.7281831951530612,3019,0.8913246409105965,0.6981351078808488,0.27380736680894274,0.3042220936957779,0.6271964815299804
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,4198936517,2,008d3a0994db69d5f54c4588ac93f4b42f976f4d22fbd4d859719ba070434feb,0.7922268031509486,2727,0.9203587025369203,0.7750058730356594,0.4146101257170831,0.4554365169819922,0.7390837681211837
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,4198936517,3,2b4e4783de0d8059207c5a62c7dbf0be095bbdf34bc85fea34551d9ed48f64c4,0.7438958972094881,2534,0.9067589868694841,0.7382996301600522,0.3694825261351713,0.36810114271821054,0.5510337642774186
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,4198936517,4,060b1660c869c9a5900c2bdf4a60648e17462fa3743731198ea2f6c924b2c98c,0.7913474610655098,2453,0.9142423007078531,0.7450807093454789,0.4170809168364389,0.4317288801571709,0.6040242137974255
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,983997847,0,590177958a695186bda43d57061d2dd194cac2a926bfc568d7e9cbd20a0946d7,0.7605945264552618,2614,0.8795298045489324,0.7234649339762529,0.3362757683704847,0.37787356321839083,0.45432811231237563
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,983997847,1,832f3a6629cf6f280cc79aecaad2047b5b96d712c30e3d0178757df16e2073f4,0.7328954418614522,3068,0.8713405238828967,0.743044282869474,0.32746042576581547,0.34706766917293236,0.5058082764197702
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,983997847,2,220d15cc845679126f23b0d8e09c11a2944998d03393e7bdfaf23bdf7bbe6f7c,0.782106037377011,2953,0.9135855678354832,0.7392074490416456,0.35009708751124663,0.43464249748237666,0.6684046313860645
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,983997847,3,c07811eaf01be5606d069d70d312ec46bd0136fb0cfcf0d26d09dad667c9c6cc,0.7771443460418194,2258,0.9032530799581286,0.7376057552675616,0.35656618998673373,0.4241552839683681,0.5188878858660998
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,cold_protein,983997847,4,be3028af004ff4ad7fc880847e5721202254729b24a883654424bcb59362c142,0.7394830282195013,2937,0.896090630513511,0.7514343721847365,0.3862973671288927,0.3868493150684931,0.2932777789439236
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,1941488137,0,ad307479fdfca1bc80726097c9633b89a766f0c052aa390ebf328171c21c20ea,0.9059007419663908,2766,0.9294682179714717,0.9119811754550793,0.6665070738052647,0.6165117941386705,0.8620074317471621
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,1941488137,1,6fa5158ba6cde08eb257cca347f872d440be4063e1353c8862c0835e91c2b47b,0.9003588432649138,2766,0.9320975481496089,0.8932174741947071,0.6554080387812207,0.6122372372372372,0.8614753749680846
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,1941488137,2,f6e10fabc28d032393e8f512d4983004ec310f38d62778b133b3b45cae5a2c2a,0.9055056424107858,2766,0.9380135410504175,0.9048729302045445,0.6683952789749193,0.6247512932749701,0.8834507917296397
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,1941488137,3,fd50f36d14dadeb82fe6a6302b549c9776447b6a69cc2f8d76efcbb99005da9f,0.8964581650638144,2766,0.935877210280681,0.8942963479687497,0.6524986913501889,0.61722581910928,0.8824453869094584
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,1941488137,4,0ae404c6a6a1746c2c9e5528b7d46caf69054bccd9adcc9e24b79ad0f3a511ae,0.8909050256859674,2766,0.9348254782094262,0.8849256008164422,0.6319613389772439,0.5937307928703135,0.9026752800974129
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,4198936517,0,b82fb594ef9a76316622e40d5368109a2f777cd25ff2614256d5e003e1ebb9af,0.9037366869516594,2766,0.9375205416420167,0.8975132326792281,0.6683148493685785,0.6210882997807454,0.8988816131059437
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,4198936517,1,d35151cd376427985bd2eb65c40c7eb5c48ac76a0c112b9972ccc80580a7ea3d,0.9013785565500033,2766,0.9374219417603366,0.9082575172963301,0.6693868805433068,0.6291390728476821,0.8925445937538802
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,4198936517,2,d20f0a71685f63c6b28a247742b9eb647e68a8c5a18cca43d468f7e7f4aad191,0.8898009868905102,2766,0.9268388877933347,0.900470450240473,0.6502964955697093,0.6033499643620812,0.8628141906571715
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,4198936517,3,83a851fa11ed8fad65087dacef6baaa027b1b9cc62c23a66cdc0dbe4373905fc,0.8937979670317093,2766,0.9357457437717741,0.9055394068246327,0.6694213760836567,0.6223681668920225,0.8899949630645857
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,4198936517,4,926191e192e9d56dfe4651a1e860709623a292874976d39f7933f5519c3d0410,0.8985219941205131,2766,0.9336094130020377,0.8954542792895239,0.6380337955346576,0.5933977455716586,0.8913515379575834
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,983997847,0,8ff5b20121f9b7c7e39c2f4ccfb4b1e8e6af52f307e5880ed1f4e1797346a11e,0.9010368399883588,2766,0.9295668178531519,0.9015941561853497,0.65612172677914,0.6122670526506242,0.8660924984984203
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,983997847,1,1294db83319fed0aa355ff7e286011b66c0f93c8ba895073c9f0c24ea0d1e73e,0.9039523853124009,2766,0.9337737461381713,0.9057798340451584,0.6537257557731108,0.6134663341645885,0.8881905010710023
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,983997847,2,8c6e31b42705db209a13a0b41afcc94f66e6ac0e6ca18b74f1da83e2d6100a90,0.9104241536383821,2766,0.9361730099257214,0.911099033873254,0.6838259306294764,0.6348251222264009,0.8762572403639961
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,983997847,3,bce862cbfa862881cd04ec719d9e338a9213cc9c047924969597a45bd6381ca9,0.9100728314078395,2766,0.93518701110892,0.9063835064142681,0.6569403466230581,0.6118110236220472,0.8842763977916273
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,biosnap,random,983997847,4,2ecb245f9cc66272424e0757f73513e0fd93efc0cfda0846ffee8a367806357d,0.9040293124139578,2766,0.9359758101623611,0.8990082548704991,0.6434226595242695,0.6064646464646465,0.8551200878538497
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,1941488137,0,33abce320291ccdc6698b267d9556020a416233d3b3820b517bdcc91e9fc3299,0.8962948960302458,696,0.8975966562173459,0.880706665345488,0.48730938186914424,0.4235294117647059,0.39137492509737404
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,1941488137,1,ae8f7860896616a8f2771806c8c1248d8477c63dbd8ac7815914d7c646584319,0.9174938888298437,422,0.8998276604911676,0.8589224747871791,0.5377127803015301,0.5026737967914439,0.05088453678643866
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,1941488137,2,b68e45549745c30c1c42e85d37fb893d878dd47a80148d4be45e71d240a4a702,0.9308734418282548,538,0.914836093274755,0.8801550559002778,0.46704284695116355,0.40705882352941175,0.8578976469987059
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,1941488137,3,58a25f4b895a6d9e8f1a9cf30e14b44ae170cec34c2c4df93cc50a4dccf76988,0.9071990760959231,572,0.8676096630642085,0.8743361533571324,0.4644132463530097,0.4487094639311714,0.0009076491397748129
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,1941488137,4,f15ad55d17fac03e449c1c1fc6875fdb990fdf60fe1698200900740284a4d36b,0.9101943921884798,405,0.9162738496071829,0.8911324493217498,0.593954415344181,0.5478787878787879,0.39303361789820923
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,4198936517,0,53fc35f787d95aa4ccf5a31c279e4d558b641572e662659e34c2367a53e39656,0.9034977777777777,623,0.9051510287465344,0.7770267101917145,0.3716376037713631,0.358974358974359,0.5701310688665469
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,4198936517,1,1dd2fa861a65bf0fe7898c29c66848a63e8e312ffcf4edc693d33fd53789ab3f,0.8846738680417028,401,0.8934481976875992,0.9121429593099544,0.638472715687541,0.5472061657032755,0.1387382504793064
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,4198936517,2,d82dcbcf199a47ea672296109404c19bbedc9801ee61cc53cc69feed6560b615,0.8766032217821377,346,0.8633736205990541,0.8203719636472986,0.46610599957445903,0.3995381062355658,0.4607625477934537
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,4198936517,3,5a4997537612bc4fe41970e56cb749948ccb460568fff503b1357565f01446ac,0.9349827635736857,686,0.9068380598992843,0.8812319909221498,0.5010071305888822,0.4362469927826784,0.5501338899217246
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,4198936517,4,fc30f517aa0c44ac36286b6849bfb304bc065ca3c152d835f08baa678d5ca22e,0.9185712590482971,577,0.8990074050732629,0.90143333863977,0.5362420291394598,0.42716711349419123,0.25962119941842055
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,983997847,0,edeb4ffb82db75be19b3e81dcdc3e514cd377def69bbd6df03fbb940c8d1b681,0.9259663517633332,563,0.901501695462619,0.8799393631553875,0.46523863047239516,0.3912175648702595,0.7220053720800829
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,983997847,1,43dd5db9ff3a1acca1bbea81115f16ff2829c4c6ef5eaaa40226e592920df178,0.8940946930280956,626,0.8881789137380192,0.8930557115005767,0.49874333317701325,0.43215339233038347,0.36422546130745564
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,983997847,2,a72f61478b527b53fa14a200c243ddf2539dc918440f12da5fdde6ecaea58e65,0.9007466160403793,436,0.9032527105921602,0.8793472771652218,0.5867877815375199,0.532258064516129,0.0014539926427684412
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,983997847,3,26bae1a0955b735d7b18996531c3ef1fee75d5172f7afbf34500992918cf0f2e,0.9197341877299158,471,0.9075468056359776,0.8722801465914777,0.5510406939273299,0.49204665959703076,0.33446607058995376
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_drug,983997847,4,0f58031fe12cc2de5150b5b2ccacebfd0a27eacae9ebcf51533c226483ca9f34,0.9173831264320647,537,0.9150160826138479,0.8928589758261116,0.4978675076641052,0.4080188679245283,0.8140720279249425
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,1941488137,0,bd8c67818f266d75d831f723c20013ef2773f8b572184a55088d978865aaee88,0.8051786208806424,149,0.8871262965222697,0.6438786541146795,0.19813233236965364,0.2857142857142857,0.4911496341228485
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,1941488137,1,de41199e4c62efaf511dd2137576a4bfd90a5caba0a24af7151c3e2ea0553713,0.61,72,0.5138888888888888,0.5686728395061729,0.13099968259210734,0.18259023354564755,4.137120777158998e-05
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,1941488137,2,3379df8c72138ebf749fa4110e8d3bd96e74a1e4fac40d7c974d8576f7c5e045,0.5275482093663912,135,0.3744107744107744,0.587045267489712,0.1054067528899867,0.188646288209607,0.4989364743232727
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,1941488137,3,8008f6f231278ae0fbb1547f4ba35df40452c1820b98845457baefe2fa83f3c5,0.5272846811308349,85,0.6352941176470588,0.7204152249134949,0.2118752152270767,0.2538293216630197,0.39208000898361206
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,1941488137,4,8b34dab23ebbaac711e38571121161f562d541af56098e2c8b87b7e581f85884,0.631358024691358,54,0.5117845117845118,0.6246227709190673,0.1535678216555431,0.18994413407821228,0.00048414411139674485
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,4198936517,0,c599300df5b2ef0e50f64754f47aba326dcc6a75a3d10b9702e2db478089d1f4,0.6615853658536586,152,0.881578947368421,0.6759911703601108,0.1626613108239239,0.1,0.6931437253952026
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,4198936517,1,6d3820abd87f7335237c574ad06a563bfe76a527f8622d23ed6706e61a02501e,0.6011904761904763,73,0.6301369863013698,0.6156126853068118,0.15452480718462647,0.2204724409448819,0.004778102971613407
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,4198936517,2,0a398b6e5968651e3f7732810ecdeb9c20ab8410e42ba1dea9b78b57b7f4b740,0.7569470699432892,59,0.8443759630200308,0.6273197357081298,0.1656891590966239,0.12173913043478261,0.09638848155736923
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,4198936517,3,17ae3f073110d144df44f48448f0b1769b825674b197aa22a58820e1d26a1419,0.6907500000000001,172,0.903276955602537,0.7172289075175771,0.2591763673218646,0.17937219730941703,0.6192193627357483
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,4198936517,4,5e4f89773931feec371bc5318cdb8d788c6407efb92cd88e675fc19b2bb40639,0.5352894528152261,120,0.678030303030303,0.6653402777777777,0.204148953460155,0.22018348623853212,0.5034219622612
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,983997847,0,0f03eb4162b879e7617fddc65d193722488f8264565ffd7c40b6a62a83df8fac,0.8168549905838042,92,0.83399209486166,0.6725956994328922,0.16133718780807688,0.24324324324324326,0.49127787351608276
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,983997847,1,ab3f176e26732a9405bf7aa8cf428370d2cba2de7f534e7de90b588c3082a051,0.5342789598108747,118,0.652542372881356,0.6200624820453893,0.2506144246232476,0.19607843137254902,0.4925803542137146
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,983997847,2,a45d9e52f747a1356f288e2e07ae425edd460014c17d6ea8d75f3dea09754d32,0.55859375,73,0.7422166874221668,0.6048320510414711,0.1842773121990116,0.21292775665399238,0.02697080746293068
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,983997847,3,0374dee88a8014ae6196dba73dc66a252067d6bea2c2be5adab49a27342da802,0.5985611510791367,139,0.6834532374100719,0.5635163811396926,0.10770421921207263,0.17406143344709898,0.24548237025737762
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_pair,983997847,4,8b2b4d7f522a6296b722e4648052b41b54ab6f22944ae92675f84ff6ee26c967,0.5119586296056884,100,0.7736363636363637,0.63302,0.1252374586428922,0.1782178217821782,0.24688269197940826
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,1941488137,0,7cb69146150959e01230f6b5c7717ad44925427bbf9b6d06b05a6b5c6cd3a88f,0.7581972318339101,605,0.907137490608565,0.6742980670719214,0.37932631524041327,0.3782696177062374,0.8320621795686957
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,1941488137,1,c03a6a0be3b7940366b4d416b49c14232283356fd56d9862dcd17f80180bb081,0.8213011188271605,476,0.9255156608097784,0.7675927724030789,0.5199040268489998,0.5400943396226415,0.7223533573542554
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,1941488137,2,cb0f1a691beb4adc74b4b7287889c3513e426f8c77b95d8d2469955a14eb25d9,0.8283167573653593,688,0.9178118393234672,0.6715851473769605,0.4044750788064157,0.4064885496183206,0.43625233077431386
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,1941488137,3,e9a410074f5af92384c7ea7cbc604118a4bb751d05fbef40b158e06af77078ce,0.7332296905959457,448,0.6306818181818182,0.774984056122449,0.4065400649838492,0.28683385579937304,0.46352461404996376
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,1941488137,4,f27eb92e44ae906264399b45ad8e075aa5c13b614d3dfc215facb2599738bb9f,0.6888768307030713,416,0.590034965034965,0.7386224690273668,0.4182366570138355,0.25614591593973035,0.47870709656036065
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,4198936517,0,3593355e476aa732f041a4be078216cf682e8d170e22eccf705d6a3af57bd533,0.8375324318549495,666,0.9201474201474201,0.7322435047660272,0.4533657924220645,0.4588344125809436,0.8039687420407386
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,4198936517,1,2075c796adb0e2a27e7c390bb4d8033e4d271d1bc1dba505d080b6f64d17ff34,0.8492119481537472,452,0.91934835076428,0.8120247278565276,0.624003292865171,0.5636561479869423,0.35784671231491916
arnoldi_s12_shuffle,ArnoldiGCL + shuffled S1+S2,human,cold_protein,4198936517,2,d99e86b535bcb2a067d03dd88bfd76c86768bcbef42493693fa847c07710d053,0.7572781895530898,438,0.9250726442507264,0.7604079356143533,0.4842582476689122,0.45385779122541603,0.939332671851328
